smiles,Ea,Er,sum_Ea_Er,diff_Ea_Er,sa_score
FC=CC1CC2SC1C13C(=C4C56C7CCC(C7)C45C4C=CC6N4)C21C12C=C4C5C6OC6(C4CC51)C21C=CC=CC31CBr,99.58918729,-19.37726684,80.21192045,-118.9664541,8.583204001
CC=C(SC12C=CC34N(C5CC6CC5C35OC615)C13CC(CC1C)C41OC321)C1CC2CC1C13CC21C1C=CC3C1,75.06935949,-7.313550126,67.75580936,-82.38290962,8.567016185
C1=CC2CC1C13C4CCC(C4)C21C3C=C1C2(c3ccccc3)CC34C5C67C=CC8(S6)C13C1C7C43CC83C512,83.4016286,1.714851178,85.11647978,-81.68677742,8.53164647
CC1C2C(=C3C4CCC3C35C6C=CC(C6)C43C5C(F)=CC=CO)C3=C(Br)C4(C=CC5CC6SC5C45C4=CC=CCC465)C4(SC24)C31,83.53585796,-1.411229753,82.1246282,-84.94708771,8.524454299
CC=CC1C23C(=CC14C15C6=CC4(C47C8CCC(C8=C8C9%10C%11C=CC(C%11)C89C8CCC%10C8)C4C7C)C4CC1OC4C65)C2C1CCC3O1,86.32860643,0.795563516,87.12416994,-85.53304291,8.513897761
CC=C1C2CCC1C13C4C=CC(C4)C21C3C=CC=CC=CC12C3CCCC45C(=C6C78C9SC(CC9C1(CBr)C7C)C682)C34C1C=CC5C1,84.3632496,-1.620422987,82.74282661,-85.98367259,8.505589289
CC=C(SC12C3=CC45SC67C(=C14)C3C5(C(Br)C(Br)C26)C7CBr)C1CC2CC1C13CC21C1C=CC3C1,64.08007801,-11.60893513,52.47114288,-75.68901314,8.504530596
BrC1NC2(I)C3=CC4C1(C3)C21C2CC3C(=C5C67C8CCC(C8)C56C5C=CC7N5)C2C42OC321,84.48755242,-2.493205765,81.99434665,-86.98075818,8.482148366
FC=C1C2CCC1C1(C3C=C(I)C4C5CC3C4C34SC53C3C=C5C6C=CC5C45C(=CC4C78C9C=CC(C9)C47C4CCC8C4)C635)OC21,82.55615541,0.38783368,82.94398909,-82.16832173,8.475890193
BrC1=CC(=CC2C34C5C=CC(C5)C23C2CCC4C2)C2C34CCC=C3N3C5CC6SC5C45CC65C34C=CCC124,83.60583263,-0.391936443,83.21389619,-83.99776907,8.470480662
C=CC=CC1(C)C2(CBr)C3C4C(C56NC5C5CCC6C5)C=C5C4C46OC4(C53)C1(C=C1C34C5C=CC(C5)C13C1CC4CC1CBr)CC26,83.35010992,-2.087593004,81.26251691,-85.43770292,8.466639915
FC=CCC12NC1C13C(=C4C56C7C=CC(C7)C45C4CCC6O4)C2C2=C4C=C5C6C=CC5C15C(=CC23)C465,110.5801647,57.34836611,167.9285308,-53.23179859,8.463291436
BrC1(C2CC3CC2C24CC32C2C=CC4C2)SC2=CC3C45C6C=CC17C6=CC1(OC6CC(CC64)C315)C27,79.09110405,-5.064655566,74.02644849,-84.15575962,8.461128794
BrC(=Cc1ccccc1C12C3(c4ccccc4)CC4=CC15C1=CC26C(Br)C2C1C61CC51C42C3)C1CC2CC1C13CC21C1C=CC3C1,126.1593869,48.85364863,175.0130356,-77.30573829,8.448646567
IC=C(C1CC2CC1C13CC21C1C=CC3C1)C12C=C3CC4C56CC51C1(CCC6C1)C15CC1(C1C=CC5C1)C42C3,78.76373761,-11.13952097,67.62421665,-89.90325858,8.435870177
BrC1=C(C2CC3CC2C24CC32C2C=CC4C2)SCC23C1C1=CC4CC5C=CC(O5)(C42Br)C24NC32C2CC4CC12,78.15931089,-2.460846933,75.69846396,-80.62015782,8.434048487
C1=CC2CC1C13CC21C1CC3CC1C12C3=C4C5CCC4C46SC54C1C=CC36C13NC21C1CCC3C1,77.89118252,-7.640908708,70.25027381,-85.53209123,8.43362979
BrC(=C1C23C4C=CC(C4)C12C1CCC3S1)C12C(I)C34C56CC5C15CC3(c1ccccc1)C21CC6CC54C1Br,88.878932,6.819598613,95.69853061,-82.05933339,8.429454864
CC=CCC12C34CC=C(C3Br)C13C(=CC1C56C7C=CC(C7)C15C1CCC6C1)C=CC1C5(C6CCC(C6)C135)C21C=CC4O1,79.11803229,-0.820555385,78.2974769,-79.93858767,8.429166111
CC=CCC12OC1C1CCC2C1=CC1CC2CC1C13C(=C4C5CCC4C4(C67C=C8C9C%10OC(CC%106)C89C7C=CF)OC54)C21C1C=CC3C1,81.56093025,-7.189898132,74.37103212,-88.75082838,8.411668894
C=C1C(C2CC3CC2C24CC32C2C=CC4C2)=C2C34C5=CC6(C3F)C37C(c8ccccc8)CC4(C13)C1(CC261)C57,71.80360372,-6.956659285,64.84694444,-78.76026301,8.408244806
BrC1(C2C3C=CC2C24CC32C2CCC4C2)SC2=CC3C45C6C=CC17C6=CC1(OC6CC(CC64)C315)C27,94.27671908,-29.6877714,64.58894769,-123.9644905,8.402869476
CCCC=CC=CC=C1C2CCC1C13C(=C4C5CCC4C46C(=CC78CC4C=C7C=C4C7C(C)CC4C84OC74)C56)C21C1C=CC3N1,81.96596039,-9.657930177,72.30803022,-91.62389057,8.39949096
CC1C2CC3(CC2c2ccccc2)N2C(=C(Br)C4CC5CC4C46CC54C4C=CC6C4)C14CC43C13CCC(C1)C1C4C=CC(O4)C123,74.8205333,-9.102524069,65.71800923,-83.92305737,8.39485617
CC=C1C2CCC1C13C4C=CC(C4)C21C3C=CC12CC34C(=C1C)C31C3C=CC4C3=C3C4CCC3C13OC423,83.26422685,-0.654548562,82.60967829,-83.91877542,8.390086862
FCC12C3=C4CC5(C3c3ccccc3)C3CC6SC3C3(C(=C7C89C%10C=CC(C%10)C78C7CCC9S7)C63C13C=CC=CO3)C52C4,83.79807707,0.438447404,84.23652448,-83.35962967,8.376532525
BrCC1CC2CC1(C13C=CC4(C1)C1C(Br)C5C4C46C=CC(C4)C53C16)C13CC21C1C=CC3C1,79.37850107,-2.368415359,77.01008571,-81.74691643,8.375109533
C1=CC23OC4(C=C(CC56CC54C4CCC6C4)C24OC4C1=CC1C2C=CC1C14CC21C1CCC4C1)C12OC31C1CCC2C1,84.63335858,0.254243115,84.88760169,-84.37911546,8.374540542
C1=CC2OC1C13CC21C1CCC3C1=CC1=CC2C3CCC2C2(C45C=CC6CC4=CC4CC7CC4C54OC674)SC132,84.34132999,-2.722674052,81.61865593,-87.06400404,8.371620111
C1=CC2CC1C13CC21C1(C2C4=C5C6C7=CC58C5(C7)C6C46CCC5C24OC648)CCC3C1,83.8286733,-1.751782495,82.07689081,-85.5804558,8.366084482
CC=C(CC)C1(C(Br)C2CC3CC2C24CC32C2C=CC4C2)C2=CC3C45CC6(c7ccccc7N24)C2C=C(Br)C36C13CC253,75.20740739,-6.08691099,69.1204964,-81.29431838,8.364948897
CC1C2C3CCC(C3)C12C(C)C12SC1(C13C=CC4CC1=C(N1C5C=CC1C16CC51C1CCC6C1)C1CC5CC1C31NC451)C1CCC2C1,80.84424768,-1.620445857,79.22380182,-82.46469353,8.356390391
BrC1=CC2CC13C14C(=C5C6C=CC5C57CC65C5CCC7C5)C=C5C1C=CC5(C24)C12CC31C1C=CC2C1,82.16788374,0.580125144,82.74800889,-81.5877586,8.353048427
C=C1C=C2C3C=CC24C25CC32C23CC2(C2C=CC3C2)C14C1(c2ccccc2)CC5C(Br)C1=CC1CC2CC1C13CC21C1C=CC3C1,103.7224274,56.99185915,160.7142866,-46.73056828,8.33879361
CC1C2=C3C4C=C5C26C2C=CC(C2)C56C25C(=CC6C78C9C=CC(C9)C67C6CCC8C6)C12C3SC45,79.81626084,0.172797005,79.98905785,-79.64346384,8.335403601
CC1=C2C3(C=C(Br)N4C5C=CC4C46CC54C4CCC6C4)C45NC46C1CC5C=CC26C12SC31C1CCC2C1,82.72214744,-1.367726419,81.35442102,-84.08987386,8.333172016
CC=CC=CC1C2CCC3N1C1(C45OC4C4CCC5C4=C4C56C7C=CC(C7)C45C4CCC6C4)C=C4C25C2C=CC(C21)C435,83.72752044,-5.663461314,78.06405913,-89.39098176,8.325854909
CC=CCC1C23C=CC14C15CC1(C1CCC5C1c1ccccc1)C15C2=CC2=C1C(C1=CC6OC1C17CC61C1CCC7C1=CC)C(=C2C)C54C3c1ccccc1,88.63499509,1.71204359,90.34703868,-86.9229515,8.322506578
BrC1=CC23C4CC56C(Br)C4C1(C1C5C4C(=C5C78C9CCC(C9)C57C5C=CC8O5)C1C21OC41)C63,86.00360761,-2.152657367,83.85095024,-88.15626498,8.311246096
BrC1=C2C3C4C=CC25C26CC2(C2CCC6O2)C1(C1C2C=CC1C16CC21C1CCC6C1)C31CCCC42OC251,81.62511245,0.747477603,82.37259005,-80.87763485,8.308515988
CC1C23C=CC4(C1(CC2)C(=CC12CCC(C1)C15CC21C1C=CC5C1)C12OC14C1CCC2C1)C12OC31C1CCC2C1,79.17071827,-1.682894201,77.48782407,-80.85361247,8.307926685
C1=CC2CC1C13CC21C1CC3CC1C1=CC2C3C4CCC(C4)C23C23C=CC4C56CCCC(C78CC7(C7C=CC8C7)C142)C53O6,79.44136105,-6.060131882,73.38122917,-85.50149294,8.306745818
CC12CC(N)C3C14C1CC5C(C2(Br)C2CC6CC2C27CC62C2C=CC7C2)C(C)(C26CC2C2CCC6S2)C34C5S1,75.44553182,-7.865785208,67.57974661,-83.31131702,8.304729571
CC(C1C2C=CC1C13CC21C1CCC3C1)C12C3=C4C5(CC6CC5C15C1OC(C=C31)C465)C2(O)S,80.56820696,1.389710746,81.9579177,-79.17849621,8.304031299
BrC=CC1C2C=CC1C13C(=C4C5C=CC4C46C7=CC8C(C=C9C8%10C8CCC(S8)C9%104)C756)C21C1CCC3C1,85.91424373,0.511111005,86.42535473,-85.40313272,8.299186737
CC1=CC2C34C5CCC(C5)C23C2(C=CC(C3C5C=CC3C36CC53C3CCC6C3)C35CC32C2CCC5O2)C23CC2(C2CCC3O2)C14C,83.80656535,1.971726729,85.77829208,-81.83483863,8.298268028
CC1C2CCC34C5=CCC36OC26C5(C2=CC=CC2)C23NC2(C2CCC3C2)C14C=C1C2CCC1C13OC21C1C=CC3O1,84.42738938,-2.64018467,81.78720471,-87.06757405,8.296653654
C1=CC23N4c5ccccc5C2(C1)C1C(=CC2C5CCC2C26CC52C2C=CC6C2)C=C2C5C=CC21C12CC13C51CC4C2N1,81.3847118,0.227779353,81.61249116,-81.15693245,8.295920916
CC1C23CC(C45CC4C4C(=C6C78C9CCC(C9)C67C6C=CC8O6)C(=CF)C5C4c4ccccc4)(C=C2C2C4CCC2C12SC42)C1C=CC3C1,80.7183725,-2.386001904,78.3323706,-83.10437441,8.291400734
BrC12C=C3CC4SC3C3(C(=CC5C67C8C=CC(C8)C56C5CCC7C5)C43)C13C=C1C4C5SC(CC53)C142,80.02135131,0.279858278,80.30120959,-79.74149303,8.286998613
BrCC1CC2CC1C13C(=C4C5CC6C4C4(OC54)C4(I)C=C5C78CCCC6(S4)C57C4C=CC8C4)C21C1C=CC3C1,85.17776429,-1.414225867,83.76353842,-86.59199016,8.281348087
CC=CN1C(C23CC2(C24CCC(C2)C25CC24C2C=CC5C2=CCl)C2C=CC3C2)C2C=CC13SC1(c4ccccc4)C4CCC1C31CC241,83.20401999,-3.991831995,79.212188,-87.19585199,8.279500566
CC=CC1=CC2OC1C1C2C2CCC1C21C2C=CC1C1=CC3=CC1(C2)C1=CC(C2CC4CC2C25CC42C2C=CC5C2)C=C1C3,81.38000627,-3.914687182,77.46531909,-85.29469345,8.27440761
CCCC=CC=CC=C1C2CC3C=CC4(OC5CC6C(=C7C89C%10CCC(C%10)C78C7C=CC9C7CC)C5C5OC654)C13C1NC21CC,82.13362754,0.889844095,83.02347164,-81.24378345,8.263300284
CC1C2C=CC1C13C(=C4C56C7SC8CC7C79C(Br)CC(C(Br)C57)C9(C=CF)C486)C21C1CCC3C1,85.03267077,0.407168449,85.43983922,-84.62550232,8.259983714
ClCC=C1C2(C(Br)C3CC4CC3C35CC43C3C=CC5C3)C=CC3C4C(Br)C(Br)C15C1CCC45C24OC314,86.27048059,9.224637177,95.49511777,-77.04584341,8.251498693
OC=CC=C1C2CC34C=CC(C3)C23C=CC12C=CC(SC1=CC5CC1C16CC51C1CC6CC1CBr)C423,86.41079633,5.939505037,92.35030136,-80.47129129,8.24916546
BrCC1CC2CC1C13C(=C4CC=CC4C45CC6(Br)C7CC48CC74C5CC68C4Br)C21C1C=CC3C1,80.98777988,-1.503861743,79.48391814,-82.49164163,8.237363354
C1=CC2CC1C1(C3CC4CC3C35OC43C3C=CC5O3)CC21C12C3CC4C5=CC1C41OC1(C3)C52,78.74566106,-7.244464119,71.50119694,-85.99012518,8.232980105
CC=CC1CC2SC1C13CC21C1(C2C4C=CC2C25C6CCC(C6)C42C5I)C=CC32C(C)=CC3C24C2CCC(C2)C314,84.49946951,4.341681992,88.8411515,-80.15778752,8.228279279
CC=CC=CC=CC1C23C4=CC1(C15NC1C1C(=C6C78C9CCC(C9)C67C6C=CC8N6)C5CC1C)C1CC2SC1C43,79.54745365,-3.515894636,76.03155902,-83.06334829,8.227859235
CC=CC1C2C3CCC(C3)C12C12C=C3C4C5CC6C(O5)C34C1C=CC62C12C(=C3C45C6C=CC(C6)C34C3CCC5C3)C1C1CCC2O1,75.47756198,-16.17133448,59.3062275,-91.64889647,8.226744313
CC1C2C=CC1C13CC21C1CCC3C1=CCC12NC1C13CC2CC1C=CC31N=C2C3CCC2C12OC32,80.28120991,-0.630405343,79.65080457,-80.91161525,8.22479017
CC=CC1C23NC2C2C4=C(S)C5=C(C2C=CC51C12C(=C5C67C8CCC(C8)C56C5C=CC7C5CSCCCCBr)C1C1SC2CC1C)C43,80.15880072,0.169441431,80.32824216,-79.98935929,8.216968199
C1=CC2CC1C1CC21C12CCCC34OC31C13C=CC4C1C(=C2C1CC2CC1C14CC21C1C=CC4C1)C12NC13C1CCC2C1,76.49602582,-4.179808248,72.31621757,-80.67583406,8.212251677
CC1C23C(=CC14SCC1CC5C(=C6C78C9CCC(C9)C67C6C=CC8N6)C1C41CC51)C2C1CCC3S1,76.75688632,-14.62886573,62.12802059,-91.38575205,8.21029894
C=CC=C1C23C4=CC1(C(C4)C2C=CC=CC=CC)C12C(=C4C56C7C=CC(C7)C45C4CC6CC4CBr)C1C1CC3C2O1,85.16525522,-1.628603586,83.53665163,-86.7938588,8.208029238
C=CC=CCC1=CC2C3=CC45OC(C6C78C9C=CC(C9)C67C6CCC8C6)=C(Br)C6(C7CCC(C7)C246)C13C5=CCCBr,82.52584463,0.334199806,82.86004444,-82.19164482,8.207804055
CC1C2C=CC1C13C(=C4C5C6CC7=CC8C9%10C%11=CC8(C8CC9SC8C%11%10)C45C7S6)C21C1CCC3C1,87.18341827,8.992910277,96.17632854,-78.19050799,8.2065096
C=C1C=C2C3C4=C5C6(C=CC4(C6)C46SC4(C4CCC6C4)C25C(C)=CC2C4C=CC2C25CC42C2CCC5C2)C13,86.55723627,-4.890929429,81.66630684,-91.4481657,8.2035998
FC(=C1C2=CC3C45C6CCC(C6)C34C13C=CC25C12SC31C1CCC2C1)C1C2CCC1C13CC21C1C=CC3C1,48.97464229,0.36694088,49.34158317,-48.60770141,8.194309893
BrCC12C=C3C4CCC3C35C(C=C6C78C9C=CC(C9)C67C6CCC8C6)C43C1C=C1C23C2C=CC(C2)C135,86.68969332,0.080379327,86.77007264,-86.60931399,8.190081876
BrC1C2C3C=CC14C(C1CC5CC1C16CC51C1C=CC6C1)CC15CCC2(O1)C41OC351,81.57575832,-4.026181935,77.54957639,-85.60194026,8.184473756
CC1C(C2CC3CC2C24CC32C2C=CC4C2)SC23C=CC4(CC5CC4C24OC514)C12OC31C1CCC2C1,80.38109251,-4.442647052,75.93844546,-84.82373956,8.179833421
C1=CC2(C3=CC4C5CCC4C24SC54C3=CCC2C3C=CC2C24CC32C2CCC4C2)C23OC2(C1)C1CCC3C1,85.03831029,1.500511525,86.53882181,-83.53779876,8.178586379
CCC12C(=CC3C45C6C=CC(C6)C34C3CCC5C3)C13C1SC2C2=CC45C(=CC21)C43C1C=CC5C1,83.30167503,0.46955174,83.77122677,-82.83212329,8.178482303
CC=CC1CC2SC1C13CC21C(C=CC)SC31C=CC2(N3C45C6C=CC(C6)C34C3CCC5C3)C1(CBr)C(C)C13OC12C1CCC3C1,78.34213314,-3.338070552,75.00406259,-81.68020369,8.174473167
OC=CC=CC=CC=C1C2CCC1C13C(=C4C56CN7C8=C9C5C=CC9C46C(C8)C7Br)C21C1C=CC3N1,78.57588278,-13.76913422,64.80674856,-92.34501701,8.156350948
CC=CC1C23C4C=CC(C4)C12C1CCC3C1=CC12CC3C4(CBr)C5CC6SC5C35C(=CSN41)C652,128.942284,30.88166211,159.8239462,-98.06062193,8.153346353
CC12CC3CC4CC3C13OC43C1(C=CC3C(C4C5C=CC4C46CC54C4CCC6C4)=CC4C35C3CCC(C3)C451)C2Br,83.66544671,0.914875435,84.58032214,-82.75057127,8.150418223
CC1=CC2CC3CC2C24CC32C2(N3C56C7C=CC(C7)C35C3CCC6C3)C=CC14C13CC12C1CCC3S1,76.39476137,2.045725078,78.44048645,-74.34903629,8.142971011
C=CC=C1C2C=C3C(=CCC)C(C4CC5CC4C46CC54C4C=CC6C4)SC45C=CC(C14CBr)C21OC315,78.51759573,-1.601752249,76.91584349,-80.11934798,8.135873174
C=C1C2(C=CCN2C2=CC3OC2C24CC32C2CCC4C2=CC=CC)C23CC2(C2CCC3O2)C12C=CCC13CC12C1CCC3O1,82.46665972,1.914884401,84.38154412,-80.55177532,8.132751294
BrCC1CC2C3C1C1C4CCC1C15C6OC(C=C6C=CC6C78C9C=CC(C9)C67C6CCC8C6)C41C31C=CC25C1,81.57228292,0.52368565,82.09596857,-81.04859727,8.130679084
C1=CC2CC1C13C4CCC(C4)C21C3C=C1C2=CC3CC4CC3C13OC43C13C=C4CC21CC4C3,82.8002767,-0.515424403,82.2848523,-83.3157011,8.130374146
CC1C23C4C=CC(C4)C12C1CCC3C1=C1C2CC3=C4CC=CC4C45CC6CC(Br)C4CC4=CC7OC4C5(C31)C672,83.95346372,-0.981993543,82.97147017,-84.93545726,8.120613503
BrCC12CC34C=C1C1c5cc(c(C6C7C=CC6C68CC76C6CCC8C6)n53)C14C13CC21C1C=CC3C1,82.90172361,-0.391121226,82.51060239,-83.29284484,8.106919967
FC(Br)C1CC2CC1C13CC21C1C=CC3C1=CC12OC3CC4CC3C35CC1=CC3C425,84.57905025,0.435063079,85.01411333,-84.14398718,8.103125621
C=CC=C1C2CC34C(c5ccccc5)C5=C2C2(C=CC=CC=C6C78C9CCC(C9)C67C6C=CC8C6C)C(Br)C3C15C1CC124,86.83692112,1.467006772,88.30392789,-85.36991435,8.100306317
CC=CCC12C=CC3C1=CC14C(=CC5CC6CC5C57CC65C5C=CC7C5)CC2C1=CC1CC2CC1C41CC231,76.31836374,-7.621938952,68.69642479,-83.9403027,8.091620402
ClC=CC=C1C(=CC=CC=CC2C3C=CC2C24CC32C2CCC4C2)C=C2C3C(CBr)C4(C=CC12C4CBr)C12OC31C1CCC2C1,79.40513584,-0.553566898,78.85156894,-79.95870274,8.08735181
CCC1(N2C3C=CC2C24C5CCC(C5)C32C4F)C=CC2(C34CC3(C3CCC4O3)C(C)C34OC32C2CCC4C2)C23OC12C1CCC3C1,86.72771457,2.27017833,88.9978929,-84.45753624,8.087007279
FCC12C=C3C4C=CC3C3(C(=C5C6CC(F)C5C57OC65C5C=CC7O5)C413)C13OC21C1C=CC3O1,84.3747518,-3.990101599,80.3846502,-88.3648534,8.08171348
FC=CCC12NC1C13C(=C4C56C7C=CC(C7)C45C4CCC6O4)C2CC1C(I)=C1C2C=CC1C31CC21,82.74600712,0.966372137,83.71237926,-81.77963498,8.081160728
FC1C2CC3C4=CC(C5CC6CC5C57CC65C5C=CC7C5)C25C42C=CC1(C2)C35CBr,77.59537929,-6.067863148,71.52751614,-83.66324243,8.079477997
CC1C2C3SC34C1CC2C(N1C2C=CC1C13CC21C1CCC3C1)(C12CC13CCC1C3C=CC12)C4C,88.61889123,3.657253681,92.27614491,-84.96163755,8.075667728
IC1=C2C(=CC3CC4CC3C35CC43C3C=CC5C3)C34OC3(C3CC1C4C3)C21C=CCC23OC21C1CCC3C1,73.88253041,-13.62261819,60.25991222,-87.5051486,8.074309826
CC=CC=C1C2C=CC1(C13OC1(C14C=CC5CC16C(c1ccccc1)CCC61CC51O4)C1CCC3C1C)C13SC21C1CCC3C1,87.55135177,2.35944588,89.91079765,-85.19190589,8.073653916
C(C=CC1C23C4C=CC(C4)C12C1CCC3C1)=CC1CC23C4=CC=CC25C1=C4C1=C5C2C=CC13C2,83.2561468,0.536901192,83.79304799,-82.71924561,8.071152428
CC=CC1C23C4=CC1(C15OC1C1CCC5C1=C1C56C7CCC(C7)C15C1C=CC6N1)C1CC2SC1C43,84.96817202,-2.102116245,82.86605578,-87.07028826,8.06207903
ClC1=CC2(CC1C=CC1C34C5C=CC(C5)C13C1CCC4C1)N1CC=CC13OC1CC4CC1C21OC431,84.3157503,1.936487409,86.25223771,-82.37926289,8.059283563
C1=CCC(C23C(=CC=CC4CC5CC4C46CC54C4C=CC6C4)C4=CC56C(c7ccccc7)C7C=C4C25C2C=CC(C2)(C73)C6c2ccccc2)=C1,130.0501803,42.3411406,172.3913209,-87.70903966,8.057179912
IC=C1C2CC3CC2C24OC32C2C=C3C(C=CC5CC6CC5C57CC65C5C=CC7C5)C=C(O2)C314,81.38094455,-6.263915728,75.11702882,-87.64486027,8.053083438
